id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
1,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2018-06-27T04:00:00Z,PM2.5,19,44,29,NA
2,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2018-06-27T04:00:00Z,PM10,31,81,55,NA
3,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2018-06-27T04:00:00Z,NO2,6,35,13,NA
4,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2018-06-27T04:00:00Z,NH3,1,5,2,NA
5,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2018-06-27T04:00:00Z,SO2,6,14,10,NA
6,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2018-06-27T04:00:00Z,CO,8,52,37,NA
7,India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2018-06-27T04:00:00Z,OZONE,27,72,42,NA
8,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2018-06-27T04:00:00Z,PM2.5,11,69,29,NA
9,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2018-06-27T04:00:00Z,PM10,16,103,47,NA
10,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2018-06-27T04:00:00Z,NO2,11,73,24,NA
11,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2018-06-27T04:00:00Z,NH3,2,5,3,NA
12,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2018-06-27T04:00:00Z,SO2,1,17,8,NA
13,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2018-06-27T04:00:00Z,CO,29,117,47,NA
14,India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2018-06-27T04:00:00Z,OZONE,19,66,48,NA
15,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",2018-06-27T04:00:00Z,PM2.5,12,36,23,NA
16,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",2018-06-27T04:00:00Z,PM10,51,103,67,NA
17,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",2018-06-27T04:00:00Z,NO2,11,57,31,NA
18,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",2018-06-27T04:00:00Z,NH3,1,2,1,NA
19,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",2018-06-27T04:00:00Z,SO2,2,4,3,NA
20,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",2018-06-27T04:00:00Z,CO,7,29,21,NA
21,India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",2018-06-27T04:00:00Z,OZONE,11,20,15,NA
22,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",2018-06-27T04:00:00Z,PM2.5,15,45,30,NA
23,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",2018-06-27T04:00:00Z,PM10,23,83,55,NA
24,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",2018-06-27T04:00:00Z,NO2,9,10,9,NA
25,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",2018-06-27T04:00:00Z,NH3,2,2,2,NA
26,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",2018-06-27T04:00:00Z,SO2,11,24,13,NA
27,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",2018-06-27T04:00:00Z,CO,8,60,30,NA
28,India,Andhra_Pradesh,Vijayawada,"PWD Grounds, Vijayawada - APPCB",2018-06-27T04:00:00Z,OZONE,9,14,14,NA
29,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2018-06-27T04:00:00Z,PM2.5,25,75,53,NA
30,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2018-06-27T04:00:00Z,PM10,44,171,112,NA
31,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2018-06-27T04:00:00Z,NO2,20,93,56,NA
32,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2018-06-27T04:00:00Z,NH3,2,5,2,NA
33,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2018-06-27T04:00:00Z,SO2,7,33,21,NA
34,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2018-06-27T04:00:00Z,CO,9,58,23,NA
35,India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2018-06-27T04:00:00Z,OZONE,4,25,19,NA
36,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2018-06-27T04:00:00Z,PM2.5,20,304,99,NA
37,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2018-06-27T04:00:00Z,NO2,29,56,43,NA
38,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2018-06-27T04:00:00Z,SO2,16,19,18,NA
39,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2018-06-27T04:00:00Z,CO,49,90,74,NA
40,India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2018-06-27T04:00:00Z,OZONE,27,49,42,NA
41,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate,Muzaffarpur - BSPCB",2018-06-27T04:00:00Z,PM2.5,28,90,62,NA
42,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate,Muzaffarpur - BSPCB",2018-06-27T04:00:00Z,NO2,50,88,64,NA
43,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate,Muzaffarpur - BSPCB",2018-06-27T04:00:00Z,SO2,20,118,93,NA
44,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate,Muzaffarpur - BSPCB",2018-06-27T04:00:00Z,CO,20,43,31,NA
45,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate,Muzaffarpur - BSPCB",2018-06-27T04:00:00Z,OZONE,58,169,112,NA
46,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2018-06-27T04:00:00Z,PM2.5,56,208,106,NA
47,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2018-06-27T04:00:00Z,NO2,2,161,61,NA
48,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2018-06-27T04:00:00Z,SO2,34,106,51,NA
49,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2018-06-27T04:00:00Z,CO,1,72,44,NA
50,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2018-06-27T04:00:00Z,OZONE,31,122,66,NA
51,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,PM2.5,NA,NA,NA,NA
52,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,PM10,NA,NA,NA,NA
53,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,SO2,NA,NA,NA,NA
54,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,CO,NA,NA,NA,NA
55,India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,OZONE,4,32,14,NA
56,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,PM2.5,4,41,16,NA
57,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,PM10,13,72,37,NA
58,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,NO2,15,51,30,NA
59,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,NH3,7,11,8,NA
60,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,SO2,5,68,17,NA
61,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,CO,21,42,28,NA
62,India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2018-06-27T04:00:00Z,OZONE,8,96,56,NA
63,India,Delhi,Delhi,"Aya Nagar, New Delhi - IMD",2018-06-27T04:00:00Z,PM2.5,46,175,95,NA
64,India,Delhi,Delhi,"Aya Nagar, New Delhi - IMD",2018-06-27T04:00:00Z,PM10,50,136,94,NA
65,India,Delhi,Delhi,"Aya Nagar, New Delhi - IMD",2018-06-27T04:00:00Z,NO2,32,33,32,NA
66,India,Delhi,Delhi,"Aya Nagar, New Delhi - IMD",2018-06-27T04:00:00Z,CO,26,80,44,NA
67,India,Delhi,Delhi,"Aya Nagar, New Delhi - IMD",2018-06-27T04:00:00Z,OZONE,24,69,50,NA
68,India,Delhi,Delhi,"CRRI Mathura Road, New Delhi - IMD",2018-06-27T04:00:00Z,PM2.5,4,89,52,NA
69,India,Delhi,Delhi,"CRRI Mathura Road, New Delhi - IMD",2018-06-27T04:00:00Z,PM10,36,172,96,NA
70,India,Delhi,Delhi,"CRRI Mathura Road, New Delhi - IMD",2018-06-27T04:00:00Z,NO2,31,34,33,NA
71,India,Delhi,Delhi,"CRRI Mathura Road, New Delhi - IMD",2018-06-27T04:00:00Z,CO,15,74,43,NA
72,India,Delhi,Delhi,"CRRI Mathura Road, New Delhi - IMD",2018-06-27T04:00:00Z,OZONE,33,53,41,NA
73,India,Delhi,Delhi,"DTU, New Delhi - CPCB",2018-06-27T04:00:00Z,PM2.5,50,195,90,NA
74,India,Delhi,Delhi,"DTU, New Delhi - CPCB",2018-06-27T04:00:00Z,PM10,76,178,128,NA
75,India,Delhi,Delhi,"DTU, New Delhi - CPCB",2018-06-27T04:00:00Z,NO2,32,38,34,NA
76,India,Delhi,Delhi,"DTU, New Delhi - CPCB",2018-06-27T04:00:00Z,NH3,1,3,1,NA
77,India,Delhi,Delhi,"DTU, New Delhi - CPCB",2018-06-27T04:00:00Z,CO,17,38,28,NA
78,India,Delhi,Delhi,"DTU, New Delhi - CPCB",2018-06-27T04:00:00Z,OZONE,5,25,9,NA
79,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2018-06-27T04:00:00Z,PM2.5,1,3,1,NA
80,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2018-06-27T04:00:00Z,PM10,1,5,2,NA
81,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2018-06-27T04:00:00Z,NO2,13,101,42,NA
82,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2018-06-27T04:00:00Z,NH3,5,14,7,NA
83,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2018-06-27T04:00:00Z,SO2,6,26,15,NA
84,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2018-06-27T04:00:00Z,CO,35,68,36,NA
85,India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2018-06-27T04:00:00Z,OZONE,7,87,53,NA
86,India,Delhi,Delhi,"IGI Airport (T3), New Delhi - IMD",2018-06-27T04:00:00Z,PM2.5,13,122,56,NA
87,India,Delhi,Delhi,"IGI Airport (T3), New Delhi - IMD",2018-06-27T04:00:00Z,PM10,47,179,102,NA
88,India,Delhi,Delhi,"IGI Airport (T3), New Delhi - IMD",2018-06-27T04:00:00Z,NO2,18,20,19,NA
